0,0.125
1,0.0703125
2,0.15625
3,0.0859375
4,0.1328125
5,0.09375
6,0.09375
7,0.078125
8,0.1015625
9,0.0859375
10,0.0859375
11,0.0703125
12,0.125
13,0.1015625
14,0.15625
15,0.09375
16,0.0859375
17,0.125
18,0.1015625
19,0.1015625
20,0.1171875
21,0.1171875
22,0.109375
23,0.15625
24,0.1171875
25,0.109375
26,0.078125
27,0.03125
28,0.1015625
29,0.1328125
30,0.1015625
31,0.125
32,0.0703125
33,0.09375
34,0.09375
35,0.09375
36,0.1015625
37,0.140625
38,0.15625
39,0.109375
40,0.078125
41,0.0859375
42,0.078125
43,0.0625
44,0.0703125
45,0.1015625
46,0.15625
47,0.0546875
48,0.1015625
49,0.1171875
50,0.109375
51,0.078125
52,0.0859375
53,0.109375
54,0.109375
55,0.1015625
56,0.078125
57,0.109375
58,0.078125
59,0.1171875
60,0.1875
61,0.046875
62,0.1328125
63,0.1640625
64,0.125
65,0.1015625
66,0.1015625
67,0.140625
68,0.078125
69,0.109375
70,0.15625
71,0.109375
72,0.1328125
73,0.1015625
74,0.09375
75,0.0859375
76,0.1171875
77,0.1328125
78,0.09375
79,0.109375
80,0.109375
81,0.109375
82,0.125
83,0.09375
84,0.078125
85,0.0625
86,0.078125
87,0.1171875
88,0.1015625
89,0.1328125
90,0.1640625
91,0.0703125
92,0.1015625
93,0.109375
94,0.140625
95,0.109375
96,0.1171875
97,0.1484375
98,0.078125
99,0.1171875
100,0.203125
101,0.09375
102,0.1796875
103,0.046875
104,0.1015625
105,0.1328125
106,0.1328125
107,0.1328125
108,0.09375
109,0.09375
110,0.1171875
111,0.125
112,0.2109375
113,0.15625
114,0.125
115,0.125
116,0.09375
117,0.171875
118,0.15625
119,0.1640625
120,0.15625
121,0.1796875
122,0.1171875
123,0.125
124,0.125
125,0.0859375
126,0.1484375
127,0.1328125
128,0.0859375
129,0.140625
130,0.171875
131,0.15625
132,0.0859375
133,0.1328125
134,0.1640625
135,0.125
136,0.1875
137,0.1953125
138,0.2109375
139,0.171875
140,0.1328125
141,0.1796875
142,0.140625
143,0.1328125
144,0.1875
145,0.21875
146,0.1484375
147,0.1171875
148,0.078125
149,0.15625
150,0.234375
151,0.15625
152,0.15625
153,0.1953125
154,0.1796875
155,0.140625
156,0.1328125
157,0.171875
158,0.1796875
159,0.109375
160,0.21875
161,0.140625
162,0.125
163,0.140625
164,0.171875
165,0.109375
166,0.125
167,0.1640625
168,0.15625
169,0.203125
170,0.15625
171,0.140625
172,0.1640625
173,0.171875
174,0.171875
175,0.2109375
176,0.1640625
177,0.1015625
178,0.203125
179,0.140625
180,0.234375
181,0.1328125
182,0.2109375
183,0.15625
184,0.2109375
185,0.140625
186,0.234375
187,0.1875
188,0.1875
